keyword,phoneme,hypothesis_1,hypothesis_2,hypothesis_3,score_1,score_2,score_3
hi_galaxy,HHAYGAELAHKIYS,AY DAWLAHSIYNG,AY GEHGSIY,AY GOWAHGZIY,0.5194383859634399,0.5944176912307739,0.49468085169792175
hey_snapdragon,HHEYNSTAARPAAND,IHS DHAET DEHAHN,HHEHS DHAETERER IHN,DHEYS DHAET AEGAHN,0.4682294726371765,0.46672070026397705,0.5415880680084229
hi_lumina,HHIHLUWMIHNAH,HHAWD HHERIHNG NAE,HHEYDER AE,HHAY IHNG NAE,0.5654825568199158,0.527500331401825,0.6345006227493286
hey_android,HHEYNDROYD,HHAEIHNTUW IY THEY,HHIYIHN DUW IY DHEY,HHIHNG THER IH DHIH,0.40785470604896545,0.4873499870300293,0.5106707215309143
hi_galaxy,HHAYGAELAHKIYS,HHAW AE AE SIY,HHAW KAE SIY,HHAY HHIHN AH SIY,0.5376282334327698,0.5826768279075623,0.6184023022651672
hey_snapdragon,HHEYNSTAARPAAND,HHEYS NEH DHEHVAHN,HHEYZ NEHTER AHN,HHEYS NEH TER AAN,0.5488561987876892,0.48051702976226807,0.47875604033470154
hi_lumina,HHIHLUWMIHNAH,AYM LUW MIY NAH,AY LUW IY NAH,HHAY LUW MIH NAH,0.5214324593544006,0.4656664729118347,0.575335681438446
hey_android,HHEYNDROYD,HHEY AAN DHAH IY DHAH,HHEY AHN DHAH IY KAHN,DHEY AHN DHAH IHLIY DHIHN,0.5353152751922607,0.5196300745010376,0.5492756366729736
hi_galaxy,HHAYGAELAHKIYS,HHAY TUW AH SIY,AY KIHNAH SIY,HHAY KIHAH SIY,0.5676206946372986,0.6171677112579346,0.6035169363021851
hey_snapdragon,HHEYNSTAARPAAND,EYSAHN TUW IH WAHN,EYS NIHP TIH AHN,DHEYZ NIHT TUHDIHAHL,0.3913085162639618,0.41418692469596863,0.42505279183387756
hi_lumina,HHIHLUWMIHNAH,HHAYAHNGIYNG AH,AYLAHNG MIYN AH,HHAYLIHNIHN AHN,0.5565956830978394,0.5394110083580017,0.49406784772872925
hey_android,HHEYNDROYD,HHEY AENJHERAY,HHAENJHER,HHEYAENZ AYN,0.5658137202262878,0.5449060797691345,0.4846671223640442
hi_galaxy,HHAYGAELAHKIYS,HHAY DEHLAHSUW,AY DEHLD SIY,AY DEHLAHKSIY,0.5312603116035461,0.5586460828781128,0.5051136016845703
hey_snapdragon,HHEYNSTAARPAAND,HHIHZ DHAEN JHAYGAHN,DHEYZ DHAET JHRAYGIHN,HHEYZ DHEHN TEH AHN,0.5007297396659851,0.49322065711021423,0.5227431654930115
hi_lumina,HHIHLUWMIHNAH,HHAYLAH HH HHAE,KAYLIY UW AHN,HHAYLAHNIY HHAHN,0.5178261995315552,0.4595462679862976,0.6186380982398987
hey_android,HHEYNDROYD,HHAENZUW AY,HHAHN TUWAY,HHEYAHNNJH OY,0.5977170467376709,0.6366648077964783,0.5769937634468079
hi_galaxy,HHAYGAELAHKIYS,HHAYDEHLAH SIY,HHAY DEHLAH SIY,HHAYG EH SEY,0.509699285030365,0.6423295140266418,0.5931602120399475
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ MAH JHEHVAHN,HHAEZ NEH TEHKAHN,HHEHZ MEHPTRAEKAHM,0.438271164894104,0.47447746992111206,0.4448932409286499
hi_lumina,HHIHLUWMIHNAH,AYLUW RIYNAH,HHOW IHRIHMAWT,HHAH OWRIHNG NAWT,0.4955904483795166,0.4838751256465912,0.4703196585178375
hey_android,HHEYNDROYD,HHAE AHN VERIYT,HHEY AHN GOWT,HHAHN GAORIY,0.5141977071762085,0.4933980107307434,0.527233898639679
hi_galaxy,HHAYGAELAHKIYS,HHAY GOW AH SIY,HHAY GOW AH SUWT,HHAY OWLOWS,0.6854549646377563,0.6471536159515381,0.6193328499794006
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ MEHTRER WER,HHIHS NEH THRAHVER,HHEYZ NEHPTTHREHVAHL,0.44700172543525696,0.4629226326942444,0.43321460485458374
hi_lumina,HHIHLUWMIHNAH,HHAYN AH LIHNAH,HHAY AHLIHN AH,AYN AHL OW,0.5436801910400391,0.5116509795188904,0.4950789511203766
hey_android,HHEYNDROYD,TEYAENDERD,AHNDER IHD,HHEY AHNDAHD,0.521025538444519,0.6222432851791382,0.5813858509063721
hey_snapdragon,HHEYNSTAARPAAND,EYS NAHT GRAHN AHN,EYSAHNT DAYN IHN,EYZ MEHTERN AH,0.47426044940948486,0.47138214111328125,0.46196427941322327
hi_lumina,HHIHLUWMIHNAH,HHEYN LAH,HHAYN MLAO,HHAYNMLAH,0.7227603793144226,0.5806521773338318,0.5548001527786255
hey_android,HHEYNDROYD,HHEY AENDHOWN DHIH,HHEY AHN DH WUWN DHAH,HHEYAHND UW DHIH,0.5201312303543091,0.5395715236663818,0.43459728360176086
hi_galaxy,HHAYGAELAHKIYS,HHEY IHN AHV SHIY,HHAY IH LAH SHIY,HHAY HHIH LAHL SHIYN,0.7319779396057129,0.4599653482437134,0.4959676265716553
hey_snapdragon,HHEYNSTAARPAAND,EYZ LAHN DHOWR WUHL,HHEYZ AHNT DIHAHL,HHEYZ NAHN DIHWAHL,0.42887404561042786,0.4919305443763733,0.48165956139564514
hi_lumina,HHIHLUWMIHNAH,HHAY AHN OWN,HHAYLIYLIHN AHN,HHAYLAHLIHN AH,0.6482887864112854,0.5695152878761292,0.56681889295578
hey_android,HHEYNDROYD,HHEY AENDER AY,HHEY AENZ AY,HHEY AENDJHERAH,0.5814056396484375,0.6422218680381775,0.5467957258224487
hi_galaxy,HHAYGAELAHKIYS,AY DAW SIY,HHAY GAWL AHSIY,HHAY GEHL AHKSDHIY,1.0016813278198242,0.5767953991889954,0.5396257042884827
hey_snapdragon,HHEYNSTAARPAAND,HHIHZ NAET YRAEVAHN,HHEYZ NAET AEDIHN,HHEYS NAETERAYDIHN,0.4948711395263672,0.4639282524585724,0.4640723466873169
hi_lumina,HHIHLUWMIHNAH,HHAEDER AHND DHAE,HHAY  LAE,HHAYND AHN LAH,0.570680558681488,0.6923086643218994,0.6174160838127136
hey_android,HHEYNDROYD,HHEY AHN DHEHRIY,AENDHERRIY,HHEY AHNDDERTH,0.5536454916000366,0.5446771383285522,0.5011945962905884
hi_galaxy,HHAYGAELAHKIYS,HHAY KOW AHV SIH,HHAY DHAE AH SIHN,HHAY GOW AH SIHNG,0.5885295271873474,0.5771215558052063,0.4897114336490631
hey_snapdragon,HHEYNSTAARPAAND,HHEHZ DHEHTTER WAHN,HHEYZ DHAEN DERWAHN,EHSNAH DERVAHL,0.5509203672409058,0.5747325420379639,0.5326926112174988
hi_lumina,HHIHLUWMIHNAH,HHEY UW WIY NAH,HHAY HHIH IHN,HHAYND BUW L,0.5103244781494141,0.44061535596847534,0.5571813583374023
hey_android,HHEYNDROYD,HHEY AAN DHAH OWN DHUW,HHEY AEN DHAH IHLIY DHIH,HHEY AHN DHAE OWIY DHIH,0.501287043094635,0.5260442495346069,0.5200462341308594
hi_galaxy,HHAYGAELAHKIYS,HHEY KUW AHV SH,HHAY ND AH SH,HHEY GIH AH SHIYN,0.5785723328590393,0.5194976329803467,0.4999445080757141
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ NEHP DHIHTOWWAHN,HHEYZ DHIH DHIHT IH WAHN,HHEYZ DHIHT DHAH OW WAON,0.45145469903945923,0.47716963291168213,0.5839827656745911
hi_lumina,HHIHLUWMIHNAH,HHAY HHUWMIH AH,AY AHN DHIYNAH,FAY IH MIY NAH,0.5684524774551392,0.4769952893257141,0.46846187114715576
hey_android,HHEYNDROYD,DHEY AHND TERT,DHEY DHEHNTAH,AY AHNDER,0.6184692978858948,0.6244964003562927,0.843956708908081
hi_galaxy,HHAYGAELAHKIYS,HHAY DAHVSIY,HHAY TAHZIY,AY DOWLAHVSAH,0.6063184142112732,0.6232379674911499,0.5563516020774841
hey_snapdragon,HHEYNSTAARPAAND,DHEYZ LEHT DERGAHN,DHEYZ DHEH TER AHN,HHEHZ NEHT DERDAHN,0.6936516761779785,0.5243663787841797,0.5237885117530823
hi_lumina,HHIHLUWMIHNAH,HHAY AH MIY NEH,EY AHN MIY NAW,HHOWL DHAH MIYN NAE,0.530723512172699,0.5011115670204163,0.4525880515575409
hey_android,HHEYNDROYD,HHEY AHN DIHDAHLIY DIH,HHIY OWN DHUWRMIY GUW,PEY AEND DHIYIY DHIH,0.47091537714004517,0.44967466592788696,0.4497716426849365
hi_galaxy,HHAYGAELAHKIYS,HHEYN HHIHN AHV SIY,HHAWL DIHN AHV SIY,HHAY GAHN DHAHV SIY,0.5705039501190186,0.48142537474632263,0.6519724726676941
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ NEHK TIHDOWN WAHL,HHEYS NEHT TAHDAH WIHL,HHEYZ MTTUWLIY WAHL,0.431387335062027,0.4550802409648895,0.44356903433799744
hi_lumina,HHIHLUWMIHNAH,HHEY AH DHIY DHAH,AYTAHN DHIY NAHN,AY D  DHAH,0.5114461183547974,0.44165900349617004,0.5099148750305176
hey_android,HHEYNDROYD,DHEY AANG DHAH OWLIY DHUW,DHEY AHN DHAH OWLIY DHIH,HHAAN DHAHT OWIYN DHUW,0.4595441520214081,0.47121283411979675,0.47090041637420654
hi_galaxy,HHAYGAELAHKIYS,HHAYZ UW AHV SHIY,HHEYTER LAH SHIY,AYJHUW OW SHUW,0.5711023807525635,0.4989960193634033,0.5569416284561157
hey_snapdragon,HHEYNSTAARPAAND,DHEYS NEHT DHAH IHWOWNG,EYZ NEHV DHAHTEY WAHM,EYZ NEHT DHAH EY WOWL,0.47767144441604614,0.431522935628891,0.4700043201446533
hi_lumina,HHIHLUWMIHNAH,FAY LIHLAET AH,HHAY LIHLAHN AH,HHAY LIHLNAH,0.5815747976303101,0.5365989804267883,0.5467647910118103
hey_android,HHEYNDROYD,HHEY AENZAYD,AENTERAYD,HHEY AENDER AYD,0.6349238157272339,0.5989784598350525,0.6776240468025208
hi_galaxy,HHAYGAELAHKIYS,AY GAELAHB SEY,AY GAELIHKSIY,HHAY GAELIHSIY,0.5473382472991943,0.6922510266304016,0.6419283747673035
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ NEHT VRAY AHN,HHEYS DHAET RAY AHN,HHIHSH NAET AY IHN,0.5505920052528381,0.5432528853416443,0.4477342665195465
hi_lumina,HHIHLUWMIHNAH,HHAY WIH IHN,HHAY AHMIY AE,HHAY LAHMIHN AH,0.656536877155304,0.5553776025772095,0.5594915747642517
hey_android,HHEYNDROYD,EY AHNDZ WAYD,HHEY AHNDZ WUHD,HHEY EHNZWAHN,0.6533340811729431,0.7743738293647766,0.5648869276046753
hi_galaxy,HHAYGAELAHKIYS,HHAY GAWK SIY,HHAY GAWKSIY,HHAY GAWTSIY,0.6145949363708496,1.4670652151107788,0.8824775815010071
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ DHAET DREHGAHN,HHEYZ DHAETTRAYGIHN,HHEYS DHAET TRAHNIHN,0.567765474319458,0.5050417184829712,0.48422878980636597
hi_lumina,HHIHLUWMIHNAH,AY N UW IHN AWT,AYAHN UWNIHN AWT,AY IHN UW IHNAHT,0.4963364899158478,0.4806532859802246,0.45216500759124756
hey_android,HHEYNDROYD,AE AAN DHER AH,AHN NAHNG DHER AYN,AH N AAN DHER AAN,0.44194501638412476,0.5050713419914246,0.4514482021331787
hey_snapdragon,HHEYNSTAARPAAND,IHZ NAH NOW AHOW,DHAHZ NAW DER AHWAHL,IHZ NOW NAH OWL,0.40239620208740234,0.4534435570240021,0.43112510442733765
hi_lumina,HHIHLUWMIHNAH,HHAWN AH WIHN DHAE,HHAY AEDAHWIYN NAA,HHAYND AHMIY NAE,0.5150184631347656,0.5886616706848145,0.44814369082450867
hey_android,HHEYNDROYD,WOY AEN DEY DHIY,HHIY AYNNZ IY DHEY,HHEY AENZEREY,0.42514726519584656,0.42382627725601196,0.5698839426040649
hi_galaxy,HHAYGAELAHKIYS,HHAY GEY AHB SIY,OW DAE AHB SIY,HHAED GIH AHV SIY,0.685754656791687,0.5413269400596619,0.49762263894081116
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ N AHK TUW AENKAAR,HHEY S AET TEY BAON,EYZ LEHT TIHKER,0.4234842360019684,0.429922878742218,0.39610567688941956
hi_lumina,HHIHLUWMIHNAH,HHAY DHAH MIY NAH,HHAY  LUW MIHNAH,HHAY AHMIHNG AH,0.5888957977294922,0.48975610733032227,0.5532031059265137
hey_android,HHEYNDROYD,HHEY AHNZERR,HHEY AANZERIY,HHEY AHNJHAORIYT,0.5748568177223206,0.6416330933570862,0.58050137758255
hi_galaxy,HHAYGAELAHKIYS,HHAYGIH AHN SIYN,HHAY IH AHN SIY,AY GAHLAHNSIY,0.49165263772010803,0.5463274121284485,0.6328929662704468
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ NAHTERAHV AHN,HHEYS DHAET THR AHAHN,HHEYSDHAH THRERNAHN,0.5270815491676331,0.499016672372818,0.41453203558921814
hi_lumina,HHIHLUWMIHNAH,HHAYAHLAHLAH,HHAY LIH WIHN AH,HHAYNAHLOW AHT,0.5536404848098755,0.5838294625282288,0.46537894010543823
hey_android,HHEYNDROYD,HHEY AEND AHLD,HH AENDOYD,HH AENDERLD,0.5945711135864258,0.5328837037086487,0.5039265155792236
hi_galaxy,HHAYGAELAHKIYS,HHAY GAELAHDSTIYK,HHAY GAALAH SIY,HHAY GAELAHGSIY,0.48493054509162903,0.5679302215576172,0.47513240575790405
hey_snapdragon,HHEYNSTAARPAAND,WEYZ LAAD DRAYDIHN,HHEY ZNAETAYD IHN,HHEYZ LAATAYGIHN,0.48402270674705505,0.44884616136550903,0.5115808844566345
hi_lumina,HHIHLUWMIHNAH,HHAEAHL AE AH,HHAEAH AHN AH,HHAYLAHLAHN AH,0.48989760875701904,0.5182904005050659,0.5074208974838257
hey_android,HHEYNDROYD,EYN YUWAHN,HHEYD AHNAHDEROWD,HHEY AH ERIYTAH,0.4818035960197449,0.43353450298309326,0.4447140395641327
hi_galaxy,HHAYGAELAHKIYS,PAYGAW IHNG,AENDAHSIHNG,AY GAE TIHNG,0.49704980850219727,0.5227665901184082,0.5270223617553711
hey_snapdragon,HHEYNSTAARPAAND,PEYZ NAE TRAYAHN,EYZ AH TER AH,EYZ NAH EHAHN,0.4606080651283264,0.44687214493751526,0.43798768520355225
hi_lumina,HHIHLUWMIHNAH,HHAYM DHUW AHN AH,HHAYM AHN AHNAH,AYN DHIHNAHN AH,0.5369110703468323,0.5322964787483215,0.4640142321586609
hey_android,HHEYNDROYD,HHEY AHNDER,HHEYNJHERIY,HHEYNGZERIY,0.590587317943573,0.6151496171951294,0.5234578251838684
hi_galaxy,HHAYGAELAHKIYS,HHAYNDAELIHNKSIYN,HHAY DAWIYKSIY,HHAYND AWLIHKSIY,0.5102754235267639,0.6246387362480164,0.5209078192710876
hey_snapdragon,HHEYNSTAARPAAND,HHEYS MAETAEN IHN,HHEYZ AETER HHIHN,HHEYZ NAET DERRIHN,0.4769574701786041,0.5005784630775452,0.4356280565261841
hi_lumina,HHIHLUWMIHNAH,HHAY LIH MAH,KAY LAHN AH,HHAY LIHMAHNAH,0.5362643003463745,0.5068451166152954,0.5742623209953308
hey_android,HHEYNDROYD,HHEYAHNDOY,EYND AORD,HHAENDAOR IH,0.5672097206115723,0.6721717119216919,0.5812405347824097
hi_galaxy,HHAYGAELAHKIYS,HHAY GEHLSIHN,HHAY GEHLKSLIY,HHAY GOWLSEHN,0.6152870655059814,0.6003344058990479,0.5209309458732605
hey_snapdragon,HHEYNSTAARPAAND,HHEYS DHAHTRAH IHM,HHIHZ DHAET AYD AHM,HHEYZ DHAE TER AY IHM,0.41745471954345703,0.49614134430885315,0.48737528920173645
hi_lumina,HHIHLUWMIHNAH,HHAY LUW MAEP,HHAY LIY AHM,AYLD IH LAE,0.5780316591262817,0.7066316604614258,0.46004718542099
hey_android,HHEYNDROYD,WEY AENGDER AYT,HHEY EHNDOYD,HHEY IHNDOYRD,0.5005115866661072,0.5625638961791992,0.6532450914382935
hi_galaxy,HHAYGAELAHKIYS,HHAY GAOS IY,HHAW GAEGSIY,HHAY GAWGZIYNG,0.5589485168457031,0.6206744313240051,0.6706809997558594
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ NAHT DERGIHN,HHEYZ NAHT DRERNAHN,HHEYZ MAETAAR HHIHN,0.5088413953781128,0.47194361686706543,0.5118986964225769
hi_lumina,HHIHLUWMIHNAH,HHAY MIY NAH,HHAYNG MIY DHAH,HHAYN MIH NAH,0.6591273546218872,0.697163462638855,0.5977290868759155
hey_android,HHEYNDROYD,DHEY AAN DHAH IHLIY DHIH,HHEY AHN DHAOIYN DHIH,EY AHN DHIH OWIY DHIH,0.5782280564308167,0.4992104172706604,0.4988631308078766
hi_galaxy,HHAYGAELAHKIYS,HHAY KOW AHV SHIY,HHAY HHIH AH SHIH,HHAY OW AHB SIY,0.5199469327926636,0.5295162200927734,0.4644366204738617
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ LIHV DIHDEY WIHL,HHEYZ NEH IH AH AHL,HHEYV MIH DHAET IH WUHL,0.4799557030200958,0.4040585458278656,0.4161226451396942
hi_lumina,HHIHLUWMIHNAH,AYAYN LAE,HHAWD UWWLAHN,HHEY LAHN,0.479937344789505,0.5558499693870544,0.6894270777702332
hey_android,HHEYNDROYD,HHIH ERND UWAHLIY,HHEY AENDIH OWIHNG DHIH,HHEYAENDDOY,0.43716228008270264,0.45047110319137573,0.5622690916061401
hi_galaxy,HHAYGAELAHKIYS,HHAY EHL AHKSIY,HHAW EH AHVSIY,HHAEGOW AHB SIYNG,0.4865073561668396,0.45249176025390625,0.47810664772987366
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ WIHT DHREHVAHL,HHEYZ LEHNT DHERGWAHL,HHEYZ WIHN DHEHBWAON,0.4647858142852783,0.43913763761520386,0.4385209381580353
hi_lumina,HHIHLUWMIHNAH,HHAYN AHNIH NAH,HHAYN NIHNAH,HHAYNN MIY NAH,0.49239015579223633,0.5748082399368286,0.528296172618866
hey_android,HHEYNDROYD,HHEY AHN DHAH OWL DHIH,HHAEND DHER OWL DHIH,DHAEN DHAH EY DHIH,0.44284895062446594,0.540623664855957,0.47153884172439575
hi_galaxy,HHAYGAELAHKIYS,HHAY GIH AHV SHIY,HHAYZ IHAHL SIY,HHAY GEH AH IY,0.6759065985679626,0.49996280670166016,0.4739149808883667
hey_snapdragon,HHEYNSTAARPAAND,HHEYS MEHT DHAHER WOWL,HHEYZ MEHV DHAHN AHNWN,HHEYS LEHT DHAH IHNMAY,0.46220654249191284,0.4357680082321167,0.43357324600219727
hi_lumina,HHIHLUWMIHNAH,HHAYIY IHNAH,HHAYDAH IHN AH,HHAY IHNG IHN AH,0.4439121186733246,0.5350842475891113,0.48079097270965576
hey_android,HHEYNDROYD,DHEY AHN DHAHT OYL  DHOW,HHEY AHN DHAH EY DH,HHEY AHN DHAHT OYIY DHAH,0.42737653851509094,0.4321051239967346,0.416269987821579
hi_galaxy,HHAYGAELAHKIYS,HHAY DHAHN AHSHUWN,HHAY DEH AHP SHIYL,HHAY DHEHN AH SHIH,0.44984742999076843,0.5040903091430664,0.48948535323143005
hey_snapdragon,HHEYNSTAARPAAND,EYZ WEHNTT DHAH EHTWAHL,DHEYZ WEHNT DHAH EH WOWL,HHEYZ AH AHT DHAHT EHBOWL,0.4694526493549347,0.4399866759777069,0.39566168189048767
hi_lumina,HHIHLUWMIHNAH,HHAYIHNG IHN AETAH,HHAYDIHNG NEHT,HHAYDIHNG IH AH,0.5200742483139038,0.6421623826026917,0.543470025062561
hey_android,HHEYNDROYD,HHEY EHNDEREYD,HHEY IHNDRIHD,HHEY IHN IYD,0.6040439605712891,0.6302304267883301,0.5762955546379089
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ MAE TREYNG HHIHM,HHEYZDHEH TAYKIHM,HHEYZ DHEHN JHERN IHM,0.48672235012054443,0.47352927923202515,0.4934592545032501
hi_lumina,HHIHLUWMIHNAH,HHAYLAHMAHN AA,HHAYLAHN DHAHN NAH,HHAYLOWMAHN AH,0.45172274112701416,0.5623307824134827,0.5296761393547058
hey_android,HHEYNDROYD,HHEYAEDERAHN,HHAENDRAY,HHEY AENDUWIHNG,0.5423703789710999,0.49022501707077026,0.53136146068573
hi_galaxy,HHAYGAELAHKIYS,HHAE GAELIHGSIY,HHAY DAWSIY,HHAY KAELAHSTAH,0.5777500867843628,0.5867297649383545,0.503649890422821
hey_snapdragon,HHEYNSTAARPAAND,HHEYS AETRAY IHN,FEYZ AWTKRAYD IHN,HHEYZ LAEKRAYNAHN,0.49961215257644653,0.5416134595870972,0.4711150825023651
hi_lumina,HHIHLUWMIHNAH,AY DHAH,AY LIHNAHN AH,AY IHN AH,0.5225555896759033,0.5346115231513977,0.5209105014801025
hey_android,HHEYNDROYD,HHEY AENDOWLIY,HHEY AEN DRUWLD,HHEY AHN DRUWRIY,0.49273064732551575,0.6342648267745972,0.5112636089324951
hi_galaxy,HHAYGAELAHKIYS,AY GAWIHSIY,AY GAWKSIY,HHAY GAWIHK SIY,0.5681580901145935,0.652328610420227,0.546623706817627
hey_snapdragon,HHEYNSTAARPAAND,EYZ DHAET FAE IHN,HHEY SAETRAY IHN,HHEYZ DHAET FRAE IHN,0.4571481943130493,0.48090776801109314,0.46685633063316345
hi_lumina,HHIHLUWMIHNAH,AYIHN AHNIYNIH,AYND AHN WIY AE,HHAYNOWLIYN NER AH,0.448648065328598,0.4648280739784241,0.44407421350479126
hey_android,HHEYNDROYD,HHEYIHN DROY,HHEY AEN DRER,HHEY AEN DRIY,0.6266827583312988,0.6051909327507019,0.5785449147224426
