audio,text
3214-167607-0011.flac,AND WE ARE STILL UNABLE TO ACCUSTOM OURSELVES TO THE FACT THAT FOR OUR EPOCH HISTORIES OF THAT KIND ARE MEANINGLESS ON THE OTHER QUESTION HOW THE BATTLE OF BORODINO AND THE PRECEDING BATTLE OF SHEVARDINO WERE FOUGHT
3214-167607-0012.flac,THERE ALSO EXISTS A DEFINITE AND WELL KNOWN BUT QUITE FALSE CONCEPTION ALL THE HISTORIANS DESCRIBE THE AFFAIR AS FOLLOWS THE RUSSIAN ARMY THEY SAY IN ITS RETREAT FROM SMOLENSK SOUGHT OUT FOR ITSELF THE BEST POSITION FOR A GENERAL ENGAGEMENT
3214-167607-0013.flac,AT THE VERY PLACE WHERE THE BATTLE WAS FOUGHT IN FRONT OF THIS POSITION THEY SAY A FORTIFIED OUTPOST WAS SET UP ON THE SHEVARDINO MOUND TO OBSERVE THE ENEMY ON THE TWENTY FOURTH WE ARE TOLD NAPOLEON ATTACKED THIS ADVANCED POST AND TOOK IT
3214-167607-0014.flac,AND ON THE TWENTY SIXTH ATTACKED THE WHOLE RUSSIAN ARMY WHICH WAS IN POSITION ON THE FIELD OF BORODINO SO THE HISTORIES SAY AND IT IS ALL QUITE WRONG AS ANYONE WHO CARES TO LOOK INTO THE MATTER CAN EASILY CONVINCE HIMSELF
3214-167607-0015.flac,THE RUSSIANS DID NOT SEEK OUT THE BEST POSITION BUT ON THE CONTRARY DURING THE RETREAT PASSED MANY POSITIONS BETTER THAN BORODINO THEY DID NOT STOP AT ANY ONE OF THESE POSITIONS BECAUSE KUTUZOV DID NOT WISH TO OCCUPY A POSITION
3214-167607-0016.flac,HE HAD NOT HIMSELF CHOSEN BECAUSE THE POPULAR DEMAND FOR A BATTLE HAD NOT YET EXPRESSED ITSELF STRONGLY ENOUGH AND BECAUSE MILORADOVICH HAD NOT YET ARRIVED WITH THE MILITIA AND FOR MANY OTHER REASONS
3214-167607-0017.flac,THE FACT IS THAT OTHER POSITIONS THEY HAD PASSED WERE STRONGER AND THAT THE POSITION AT BORODINO THE ONE WHERE THE BATTLE WAS FOUGHT FAR FROM BEING STRONG WAS NO MORE A POSITION THAN ANY OTHER SPOT ONE MIGHT FIND IN THE RUSSIAN EMPIRE
3214-167607-0018.flac,BY STICKING A PIN INTO THE MAP AT HAZARD NOT ONLY DID THE RUSSIANS NOT FORTIFY THE POSITION ON THE FIELD OF BORODINO TO THE LEFT OF AND AT A RIGHT ANGLE TO THE HIGHROAD
3214-167607-0019.flac,THAT IS THE POSITION ON WHICH THE BATTLE TOOK PLACE BUT NEVER TILL THE TWENTY FIFTH OF AUGUST EIGHTEEN TWELVE DID THEY THINK THAT A BATTLE MIGHT BE FOUGHT THERE THIS WAS SHOWN FIRST BY THE FACT THAT THERE WERE NO ENTRENCHMENTS THERE BY THE TWENTY FIFTH
3214-167607-0020.flac,AND THAT THOSE BEGUN ON THE TWENTY FIFTH AND TWENTY SIXTH WERE NOT COMPLETED AND SECONDLY BY THE POSITION OF THE SHEVARDINO REDOUBT THAT REDOUBT WAS QUITE SENSELESS IN FRONT OF THE POSITION WHERE THE BATTLE WAS ACCEPTED
3214-167607-0021.flac,STRONGLY FORTIFIED THAN ANY OTHER POST AND WHY WERE ALL EFFORTS EXHAUSTED AND SIX THOUSAND MEN SACRIFICED TO DEFEND IT TILL LATE AT NIGHT ON THE TWENTY FOURTH A COSSACK PATROL WOULD HAVE SUFFICED TO OBSERVE THE ENEMY THIRDLY
3214-167607-0022.flac,THAT THE SHEVARDINO REDOUBT WAS AN ADVANCED POST WHEREAS IN REALITY IT WAS SIMPLY A FORTIFIED POINT ON THE LEFT FLANK AND THAT THE BATTLE OF BORODINO WAS FOUGHT BY US ON AN ENTRENCHED POSITION PREVIOUSLY SELECTED WHERE
3214-167607-0023.flac,WHICH CROSSES THE HIGHROAD NOT AT A RIGHT ANGLE BUT AT AN ACUTE ANGLE SO THAT THE LEFT FLANK WAS AT SHEVARDINO
3214-167607-0024.flac,AND THE CENTER AT BORODINO AT THE CONFLUENCE OF THE RIVERS KOLOCHA AND VOYNA TO ANYONE WHO LOOKS AT THE FIELD OF BORODINO WITHOUT THINKING OF HOW THE BATTLE WAS ACTUALLY FOUGHT THIS POSITION
3214-167607-0025.flac,PROTECTED BY THE RIVER KOLOCHA PRESENTS ITSELF AS OBVIOUS FOR AN ARMY WHOSE OBJECT WAS TO PREVENT AN ENEMY FROM ADVANCING ALONG THE SMOLENSK ROAD TO MOSCOW NAPOLEON
3214-167607-0026.flac,ON THE TWENTY FOURTH DID NOT SEE AS THE HISTORY BOOKS SAY HE DID THE POSITION OF THE RUSSIANS FROM UTITSA TO BORODINO HE COULD NOT HAVE SEEN THAT POSITION BECAUSE IT DID NOT EXIST NOR DID HE SEE AN ADVANCED POST OF THE RUSSIAN ARMY
3214-167607-0027.flac,BUT WHILE PURSUING THE RUSSIAN REARGUARD HE CAME UPON THE LEFT FLANK OF THE RUSSIAN POSITION AT THE SHEVARDINO REDOUBT AND UNEXPECTEDLY FOR THE RUSSIANS MOVED HIS ARMY ACROSS THE KOLOCHA
3214-167607-0028.flac,AND THE RUSSIANS NOT HAVING TIME TO BEGIN A GENERAL ENGAGEMENT WITHDREW THEIR LEFT WING FROM THE POSITION THEY HAD INTENDED TO OCCUPY AND TOOK UP A NEW POSITION WHICH HAD NOT BEEN FORESEEN AND WAS NOT FORTIFIED
3214-167607-0029.flac,BY CROSSING TO THE OTHER SIDE OF THE KOLOCHA TO THE LEFT OF THE HIGHROAD NAPOLEON SHIFTED THE WHOLE FORTHCOMING BATTLE FROM RIGHT TO LEFT LOOKING FROM THE RUSSIAN SIDE AND TRANSFERRED IT TO THE PLAIN BETWEEN UTITSA
3214-167607-0030.flac,SEMENOVSK AND BORODINO A PLAIN NO MORE ADVANTAGEOUS AS A POSITION THAN ANY OTHER PLAIN IN RUSSIA AND THERE THE WHOLE BATTLE OF THE TWENTY SIXTH OF AUGUST TOOK PLACE
3214-167607-0031.flac,HAD NAPOLEON NOT RIDDEN OUT ON THE EVENING OF THE TWENTY FOURTH TO THE KOLOCHA AND HAD HE NOT THEN ORDERED AN IMMEDIATE ATTACK ON THE REDOUBT BUT HAD BEGUN THE ATTACK NEXT MORNING
3214-167607-0032.flac,WOULD HAVE TAKEN PLACE WHERE WE EXPECTED IT IN THAT CASE WE SHOULD PROBABLY HAVE DEFENDED THE SHEVARDINO REDOUBT OUR LEFT FLANK STILL MORE OBSTINATELY WE SHOULD HAVE ATTACKED NAPOLEON IN THE CENTER OR ON THE RIGHT
3214-167607-0033.flac,AND THE ENGAGEMENT WOULD HAVE TAKEN PLACE ON THE TWENTY FIFTH IN THE POSITION WE INTENDED AND HAD FORTIFIED BUT AS THE ATTACK ON OUR LEFT FLANK TOOK PLACE IN THE EVENING AFTER THE RETREAT OF OUR REAR GUARD THAT IS IMMEDIATELY AFTER THE FIGHT
3214-167607-0034.flac,AT GRIDNEVA AND AS THE RUSSIAN COMMANDERS DID NOT WISH OR WERE NOT IN TIME TO BEGIN A GENERAL ENGAGEMENT THEN ON THE EVENING OF THE TWENTY FOURTH THE FIRST AND CHIEF ACTION OF THE BATTLE OF BORODINO
3214-167607-0035.flac,WAS ALREADY LOST ON THE TWENTY FOURTH AND OBVIOUSLY LED TO THE LOSS OF THE ONE FOUGHT ON THE TWENTY SIXTH AFTER THE LOSS OF THE SHEVARDINO REDOUBT
3214-167607-0036.flac,NOT ONLY WAS THE RUSSIAN ARMY ON THE TWENTY SIXTH DEFENDED BY WEAK UNFINISHED ENTRENCHMENTS BUT THE DISADVANTAGE OF THAT POSITION WAS INCREASED BY THE FACT THAT THE RUSSIAN COMMANDERS
3214-167607-0037.flac,NAMELY THE LOSS OF OUR POSITION ON THE LEFT FLANK AND THE SHIFTING OF THE WHOLE FIELD OF THE FORTHCOMING BATTLE FROM RIGHT TO LEFT
3214-167607-0038.flac,AND CONSEQUENTLY HAD TO MOVE THEIR FORCES FROM RIGHT TO LEFT DURING THE BATTLE SO IT HAPPENED THAT THROUGHOUT THE WHOLE BATTLE THE RUSSIANS OPPOSED THE ENTIRE FRENCH ARMY LAUNCHED AGAINST OUR LEFT FLANK WITH BUT HALF AS MANY MEN
3214-167607-0039.flac,PONIATOWSKI'S ACTION AGAINST UTITSA AND UVAROV'S ON THE RIGHT FLANK AGAINST THE FRENCH WERE ACTIONS DISTINCT FROM THE MAIN COURSE OF THE BATTLE SO THE BATTLE OF BORODINO DID NOT TAKE PLACE AT ALL AS
3214-167607-0040.flac,IN AN EFFORT TO CONCEAL OUR COMMANDERS MISTAKES EVEN AT THE COST OF DIMINISHING THE GLORY DUE TO THE RUSSIAN ARMY AND PEOPLE IT HAS BEEN DESCRIBED
3214-167602-0000.flac,HE SAW THAT HIS HERO AND COMMANDER WAS FOLLOWING QUITE A DIFFERENT TRAIN OF THOUGHT ROSTOV GLANCED ANGRILY AT ILYIN AND WITHOUT REPLYING STRODE OFF WITH RAPID STEPS TO THE VILLAGE I'LL SHOW THEM I'LL GIVE IT TO THEM THE BRIGANDS SAID HE TO HIMSELF
3214-167602-0001.flac,WHAT DECISION HAVE YOU BEEN PLEASED TO COME TO SAID HE ROSTOV STOPPED
3214-167602-0002.flac,DECISION WHAT DECISION
3214-167602-0003.flac,AND YOU CAN'T MANAGE THEM YOU'RE A TRAITOR YOURSELF I KNOW YOU I'LL FLAY YOU ALL ALIVE AND AS IF AFRAID OF WASTING HIS STORE OF ANGER HE LEFT ALPATYCH AND WENT RAPIDLY FORWARD ALPATYCH MASTERING HIS OFFENDED FEELINGS KEPT PACE WITH ROSTOV AT A GLIDING GAIT
3214-167602-0004.flac,AND CONTINUED TO IMPART HIS VIEWS HE SAID THE PEASANTS WERE OBDURATE AND THAT AT THE PRESENT MOMENT IT WOULD BE IMPRUDENT TO OVERRESIST THEM WITHOUT AN ARMED FORCE AND WOULD IT NOT BE BETTER FIRST TO SEND FOR THE MILITARY I'LL GIVE THEM ARMED FORCE
3214-167602-0005.flac,WITHOUT CONSIDERING WHAT HE WOULD DO HE MOVED UNCONCIOUSLY WITH QUICK RESOLUTE STEPS TOWARD THE CROWD
3214-167602-0006.flac,THE PEASANTS IN THE CROWD WERE SIMILARLY IMPRESSED WHEN THEY SAW ROSTOV'S RAPID FIRM STEPS AND RESOLUTE FROWNING FACE AFTER THE HUSSARS HAD COME TO THE VILLAGE AND ROSTOV HAD GONE TO SEE THE PRINCESS A CERTAIN CONFUSION AND DISSENSION HAD ARISEN AMONG THE CROWD
3214-167602-0007.flac,SOME OF THE PEASANTS SAID THAT THESE NEW ARRIVALS WERE RUSSIANS AND MIGHT TAKE IT AMISS THAT THE MISTRESS WAS BEING DETAINED DRON WAS OF THIS OPINION BUT AS SOON AS HE EXPRESSED IT KARP AND OTHERS ATTACKED THEIR EX ELDER HOW MANY YEARS HAVE YOU BEEN FATTENING ON THE COMMUNE
3214-167602-0008.flac,WHAT DOES IT MATTER TO YOU WHETHER OUR HOMES ARE RUINED OR NOT WE'VE BEEN TOLD TO KEEP ORDER AND THAT NO ONE IS TO LEAVE THEIR HOMES OR TAKE AWAY A SINGLE GRAIN AND THAT'S ALL ABOUT IT CRIED ANOTHER IT WAS YOUR SON'S TURN TO BE CONSCRIPTED BUT NO FEAR
3214-167602-0009.flac,YOU BEGRUDGED YOUR LUMP OF A SON A LITTLE OLD MAN SUDDENLY BEGAN ATTACKING DRON
3214-167602-0010.flac,KARP THRUSTING HIS FINGERS INTO HIS BELT AND SMILING A LITTLE WALKED TO THE FRONT DRON ON THE CONTRARY RETIRED TO THE REAR AND THE CROWD DREW CLOSER TOGETHER
3214-167602-0011.flac,SHOUTED ROSTOV COMING UP TO THE CROWD WITH QUICK STEPS THE ELDER
3214-167602-0012.flac,BUT BEFORE THE WORDS WERE WELL OUT OF HIS MOUTH HIS CAP FLEW OFF AND A FIERCE BLOW JERKED HIS HEAD TO ONE SIDE CAPS OFF TRAITORS SHOUTED ROSTOV IN A WRATHFUL VOICE WHERE'S THE ELDER HE CRIED FURIOUSLY THE ELDER HE WANTS THE ELDER
3214-167602-0013.flac,MEEK AND FLUSTERED VOICES HERE AND THERE WERE HEARD CALLING
3214-167602-0014.flac,WE DON'T RIOT WE'RE FOLLOWING THE ORDERS DECLARED KARP AND AT THAT MOMENT SEVERAL VOICES BEGAN SPEAKING TOGETHER IT'S AS THE OLD MEN HAVE DECIDED THERE'S TOO MANY OF YOU GIVING ORDERS ARGUING MUTINY BRIGANDS TRAITORS CRIED ROSTOV
3214-167602-0015.flac,UNMEANINGLY IN A VOICE NOT HIS OWN GRIPPING KARP BY THE COLLAR BIND HIM BIND HIM HE SHOUTED
3214-167602-0016.flac,LAVRUSHKA HOWEVER RAN UP TO KARP AND SEIZED HIM BY THE ARMS FROM BEHIND SHALL I CALL UP OUR MEN FROM BEYOND THE HILL HE CALLED OUT
3214-167602-0017.flac,BY NAME TO COME AND BIND KARP THE MEN OBEDIENTLY CAME OUT OF THE CROWD AND BEGAN TAKING OFF THEIR BELTS WHERE'S THE ELDER DEMANDED ROSTOV IN A LOUD VOICE WITH A PALE AND FROWNING FACE DRON STEPPED OUT OF THE CROWD ARE YOU THE ELDER BIND HIM LAVRUSHKA
3214-167602-0018.flac,SHOUTED ROSTOV AS IF THAT ORDER TOO COULD NOT POSSIBLY MEET WITH ANY OPPOSITION AND IN FACT TWO MORE PEASANTS BEGAN BINDING DRON WHO TOOK OFF HIS OWN BELT AND HANDED IT TO THEM AS IF TO AID THEM AND YOU ALL LISTEN TO ME SAID ROSTOV TO THE PEASANTS
3214-167602-0019.flac,BE OFF TO YOUR HOUSES AT ONCE AND DON'T LET ONE OF YOUR VOICES BE HEARD WHY WE'VE NOT DONE ANY HARM WE DID IT JUST OUT OF FOOLISHNESS IT'S ALL NONSENSE I SAID THEN THAT IT WAS NOT IN ORDER VOICES WERE HEARD BICKERING WITH ONE ANOTHER
3214-167602-0020.flac,ALL OUR STUPIDITY YAKOV ALPATYCH CAME THE ANSWERS AND THE CROWD BEGAN AT ONCE TO DISPERSE THROUGH THE VILLAGE THE TWO BOUND MEN WERE LED OFF TO THE MASTER'S HOUSE THE TWO DRUNKEN PEASANTS FOLLOWED THEM AYE WHEN I LOOK AT YOU SAID ONE OF THEM TO KARP
3214-167602-0021.flac,TWO HOURS LATER THE CARTS WERE STANDING IN THE COURTYARD OF THE BOGUCHAROVO HOUSE THE PEASANTS WERE BRISKLY CARRYING OUT THE PROPRIETOR'S GOODS AND PACKING THEM ON THE CARTS AND DRON LIBERATED AT PRINCESS MARY'S WISH FROM THE CUPBOARD WHERE HE HAD BEEN CONFINED
3214-167602-0022.flac,WAS STANDING IN THE YARD DIRECTING THE MEN DON'T PUT IT IN SO CARELESSLY SAID ONE OF THE PEASANTS
3214-167602-0023.flac,YOU KNOW IT HAS COST MONEY HOW CAN YOU CHUCK IT IN LIKE THAT OR SHOVE IT UNDER THE CORD WHERE IT'LL GET RUBBED I DON'T LIKE THAT WAY OF DOING THINGS LET IT ALL BE DONE PROPERLY ACCORDING TO RULE
3214-167602-0024.flac,LOOK HERE PUT IT UNDER THE BAST MATTING AND COVER IT WITH HAY THAT'S THE WAY
3214-167602-0025.flac,DON'T CATCH UP AGAINST IT IT'S HEAVY LADS SOLID BOOKS YES THEY WORKED ALL DAY AND DIDN'T PLAY REMARKED THE TALL ROUND FACED PEASANT GRAVELY POINTING WITH A SIGNIFICANT WINK AT THE DICTIONARIES THAT WERE ON THE TOP
3214-167602-0026.flac,UNWILLING TO OBTRUDE HIMSELF ON THE PRINCESS ROSTOV DID NOT GO BACK TO THE HOUSE BUT REMAINED IN THE VILLAGE AWAITING HER DEPARTURE WHEN HER CARRIAGE DROVE OUT OF THE HOUSE HE MOUNTED AND ACCOMPANIED HER EIGHT MILES FROM BOGUCHAROVO TO WHERE THE ROAD WAS OCCUPIED BY OUR TROOPS
3214-167602-0027.flac,AT THE INN AT YANKOVO HE RESPECTFULLY TOOK LEAVE OF HER FOR THE FIRST TIME PERMITTING HIMSELF TO KISS HER HAND HOW CAN YOU SPEAK SO HE BLUSHINGLY REPLIED TO PRINCESS MARY'S EXPRESSIONS OF GRATITUDE FOR HER DELIVERANCE AS SHE TERMED WHAT HAD OCCURRED
3214-167602-0028.flac,SAID HE WITH A SENSE OF SHAME AND WISHING TO CHANGE THE SUBJECT
3214-167602-0029.flac,GOOD BYE PRINCESS I WISH YOU HAPPINESS AND CONSOLATION AND HOPE TO MEET YOU AGAIN IN HAPPIER CIRCUMSTANCES IF YOU DON'T WANT TO MAKE ME BLUSH PLEASE DON'T THANK ME BUT THE PRINCESS IF SHE DID NOT AGAIN THANK HIM IN WORDS
3214-167602-0030.flac,THANKED HIM WITH THE WHOLE EXPRESSION OF HER FACE RADIANT WITH GRATITUDE AND TENDERNESS SHE COULD NOT BELIEVE THAT THERE WAS NOTHING TO THANK HIM FOR ON THE CONTRARY IT SEEMED TO HER CERTAIN THAT HAD HE NOT BEEN THERE SHE WOULD HAVE PERISHED AT THE HANDS OF THE MUTINEERS AND OF THE FRENCH
3214-167602-0031.flac,HONEST EYES WITH THE TEARS RISING IN THEM WHEN SHE HERSELF HAD BEGUN TO CRY AS SHE SPOKE OF HER LOSS DID NOT LEAVE HER MEMORY WHEN SHE HAD TAKEN LEAVE OF HIM AND REMAINED ALONE SHE SUDDENLY FELT HER EYES FILLING WITH TEARS
3214-167602-0032.flac,MORE THAN ONCE NOTICED THAT HER MISTRESS LEANED OUT OF THE WINDOW AND SMILED AT SOMETHING WITH AN EXPRESSION OF MINGLED JOY AND SORROW WELL SUPPOSING I DO LOVE HIM THOUGHT PRINCESS MARY ASHAMED AS SHE WAS OF ACKNOWLEDGING TO HERSELF THAT SHE HAD FALLEN IN LOVE WITH A MAN WHO
3214-167602-0033.flac,WOULD PERHAPS NEVER LOVE HER SHE COMFORTED HERSELF WITH THE THOUGHT THAT NO ONE WOULD EVER KNOW IT AND THAT SHE WOULD NOT BE TO BLAME IF WITHOUT EVER SPEAKING OF IT TO ANYONE SHE CONTINUED TO THE END OF HER LIFE TO LOVE THE MAN WITH WHOM SHE HAD FALLEN IN LOVE FOR THE FIRST AND LAST TIME IN HER LIFE
3214-167602-0034.flac,SOMETIMES WHEN SHE RECALLED HIS LOOKS HIS SYMPATHY AND HIS WORDS HAPPINESS DID NOT APPEAR IMPOSSIBLE TO HER IT WAS AT THOSE MOMENTS THAT DUNYASHA NOTICED HER SMILING AS SHE LOOKED OUT OF THE CARRIAGE WINDOW WAS IT NOT FATE THAT BROUGHT HIM TO BOGUCHAROVO AND AT THAT VERY MOMENT THOUGHT PRINCESS MARY
3214-167602-0035.flac,AND THAT CAUSED HIS SISTER TO REFUSE MY BROTHER AND IN ALL THIS PRINCESS MARY SAW THE HAND OF PROVIDENCE THE IMPRESSION THE PRINCESS MADE ON ROSTOV WAS A VERY AGREEABLE ONE TO REMEMBER HER GAVE HIM PLEASURE
3214-167602-0036.flac,RALLIED HIM ON HAVING GONE TO LOOK FOR HAY AND HAVING PICKED UP ONE OF THE WEALTHIEST HEIRESSES IN RUSSIA HE GREW ANGRY IT MADE HIM ANGRY JUST BECAUSE THE IDEA OF MARRYING THE GENTLE PRINCESS MARY WHO WAS ATTRACTIVE TO HIM
3214-167602-0037.flac,AND HAD AN ENORMOUS FORTUNE HAD AGAINST HIS WILL MORE THAN ONCE ENTERED HIS HEAD FOR HIMSELF PERSONALLY NICHOLAS COULD NOT WISH FOR A BETTER WIFE BY MARRYING HER HE WOULD MAKE THE COUNTESS HIS MOTHER HAPPY WOULD BE ABLE TO PUT HIS FATHER'S AFFAIRS IN ORDER
3214-167606-0000.flac,WHEN PIERRE RETURNED HOME HE WAS HANDED TWO OF ROSTOPCHIN'S BROADSHEETS THAT HAD BEEN BROUGHT THAT DAY
3214-167606-0001.flac,ON THE CONTRARY HE WAS GLAD THAT LADIES AND TRADESMEN'S WIVES WERE LEAVING THE CITY THERE WILL BE LESS PANIC AND LESS GOSSIP RAN THE BROADSHEET
3214-167606-0002.flac,THAT THE FRENCH WOULD ENTER MOSCOW THE SECOND BROADSHEET STATED THAT OUR HEADQUARTERS WERE AT VYAZMA THAT COUNT WITTGENSTEIN HAD DEFEATED THE FRENCH BUT THAT AS MANY OF THE INHABITANTS OF MOSCOW WISHED TO BE ARMED WEAPONS WERE READY FOR THEM AT THE ARSENAL
3214-167606-0003.flac,WITH THE WHOLE STRENGTH OF HIS SOUL BUT WHICH YET AROUSED INVOLUNTARY HORROR IN HIM WAS DRAWING NEAR SHALL I JOIN THE ARMY AND ENTER THE SERVICE
3214-167606-0004.flac,IF THIS PATIENCE COMES OUT HE SAID TO HIMSELF AFTER SHUFFLING THE CARDS HOLDING THEM IN HIS HAND AND LIFTING HIS HEAD IF IT COMES OUT IT MEANS WHAT DOES IT MEAN HE HAD NOT DECIDED WHAT IT SHOULD MEAN WHEN HE HEARD THE VOICE OF THE ELDEST PRINCESS
3214-167606-0005.flac,AT THE DOOR ASKING WHETHER SHE MIGHT COME IN THEN IT WILL MEAN THAT I MUST GO TO THE ARMY SAID PIERRE TO HIMSELF COME IN COME IN HE ADDED TO THE PRINCESS ONLY THE ELDEST PRINCESS THE ONE WITH THE STONY FACE AND LONG WAIST WAS STILL LIVING IN PIERRE'S HOUSE
3214-167606-0006.flac,EVERYONE HAS LEFT MOSCOW AND THE PEOPLE ARE RIOTING HOW IS IT THAT WE ARE STAYING ON ON THE CONTRARY THINGS SEEM SATISFACTORY MA COUSINE SAID PIERRE IN THE BANTERING TONE HE HABITUALLY ADOPTED TOWARD HER ALWAYS FEELING UNCOMFORTABLE IN THE ROLE OF HER BENEFACTOR
3214-167606-0007.flac,SATISFACTORY INDEED VERY SATISFACTORY BARBARA IVANOVNA TOLD ME TODAY HOW OUR TROOPS ARE DISTINGUISHING THEMSELVES IT CERTAINLY DOES THEM CREDIT AND THE PEOPLE TOO ARE QUITE MUTINOUS
3214-167606-0008.flac,THEY NO LONGER OBEY EVEN MY MAID HAS TAKEN TO BEING RUDE AT THIS RATE THEY WILL SOON BEGIN BEATING US ONE CAN'T WALK IN THE STREETS BUT ABOVE ALL THE FRENCH WILL BE HERE ANY DAY NOW SO WHAT ARE WE WAITING FOR I ASK JUST ONE THING OF YOU COUSIN SHE WENT ON
3214-167606-0009.flac,ARRANGE FOR ME TO BE TAKEN TO PETERSBURG WHATEVER I MAY BE I CAN'T LIVE UNDER BONAPARTE'S RULE OH COME MA COUSINE WHERE DO YOU GET YOUR INFORMATION FROM ON THE CONTRARY
3214-167606-0010.flac,I WON'T SUBMIT TO YOUR NAPOLEON OTHERS MAY IF THEY PLEASE IF YOU DON'T WANT TO DO THIS BUT I WILL I'LL GIVE THE ORDER AT ONCE THE PRINCESS WAS APPARENTLY VEXED AT NOT HAVING ANYONE TO BE ANGRY WITH MUTTERING TO HERSELF SHE SAT DOWN ON A CHAIR
3214-167606-0011.flac,BUT YOU HAVE BEEN MISINFORMED SAID PIERRE EVERYTHING IS QUIET IN THE CITY AND THERE IS NOT THE SLIGHTEST DANGER SEE I'VE JUST BEEN READING HE SHOWED HER THE BROADSHEET
3214-167606-0012.flac,OH THAT COUNT OF YOURS SAID THE PRINCESS MALEVOLENTLY HE IS A HYPOCRITE A RASCAL WHO HAS HIMSELF ROUSED THE PEOPLE TO RIOT DIDN'T HE WRITE IN THOSE IDIOTIC BROADSHEETS THAT ANYONE WHOEVER IT MIGHT BE SHOULD BE DRAGGED TO THE LOCKUP BY HIS HAIR HOW SILLY
3214-167606-0013.flac,AND HONOR AND GLORY TO WHOEVER CAPTURES HIM HE SAYS THIS IS WHAT HIS CAJOLERY HAS BROUGHT US TO BARBARA IVANOVNA TOLD ME THE MOB NEAR KILLED HER BECAUSE SHE SAID SOMETHING IN FRENCH OH BUT IT'S SO YOU
3214-167606-0014.flac,TAKE EVERYTHING SO TO HEART SAID PIERRE AND BEGAN LAYING OUT HIS CARDS FOR PATIENCE ALTHOUGH THAT PATIENCE DID COME OUT PIERRE DID NOT JOIN THE ARMY BUT REMAINED IN DESERTED MOSCOW EVER IN THE SAME STATE OF AGITATION
3214-167606-0015.flac,IRRESOLUTION AND ALARM YET AT THE SAME TIME JOYFULLY EXPECTING SOMETHING TERRIBLE NEXT DAY TOWARD EVENING THE PRINCESS SET OFF AND PIERRE'S HEAD STEWARD CAME TO INFORM HIM THAT THE MONEY NEEDED FOR THE EQUIPMENT OF HIS REGIMENT
